OBJECTID,ORGANISATIONURI,ORGANISATIONLABEL,SITEREFERENCE,PREVIOUSLYPARTOF,SITENAMEADDRESS,SITEPLANURL,COORDINATEREFERENCESYSTEM,GEOX,GEOY,HECTARES,OWNERSHIPSTATUS,DELIVERABLE,PLANNINGSTATUS,PERMISSIONTYPE,PLANNINGHISTORY,PROPOSEDFORPIP,MINNETDWELLINGS,DEVELOPMENTDESCRIPTION,NONHOUSINGDEVELOPMENT,PART2,NETDWELLINGSRANGEFROM,NETDWELLINGSRANGETO,HAZARDOUSSUBSTANCES,SITEINFORMATION,NOTES,PERMISSIONDATE,FIRSTADDEDDATE,LASTUPDATEDDATE,SHAPE_AREA,SHAPE_LEN
1,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,AD/011A,,"Chapel Street, Addingham","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=407502.2000000002,449979.69999999925,407599.62000000017,450077.5999999993,27700",OSGB36,407559.0096,450030.867,0.47,owned by a public authority,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=368233&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=388576&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=248509&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=347274&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=391425&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=395085&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=396158&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=230988&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=393711&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=234673&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=242288&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257546&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=379220&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=406944&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=290323&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=347501&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=411363&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=418721&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=238058&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=239683&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=256783&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=346520&activeTab=summary,,5,,,,5,5,,Site identified in emerging Local Plan ref - AD5/H,"This is a sustainably located brownfield site within the settlement boundary located close to services and facilities, which would deliver an estimated 5 dwellings and reuse a vacant site directly adjacent the historic core of the village.",,01/12/2020,01/12/2023,4661.858135,335.6586294
2,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,AD/022,,"Church Street/Main Street, Addingham","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=408368.23000000045,449443.5999999996,408439.80000000045,449500.5199999996,27700",OSGB36,408400.7829,449470.9614,0.24,owned by a public authority,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=336584&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=411671&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=344050&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=390320&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=354290&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=325531&activeTab=summary,,7,,,,8,8,,Site identified in emerging Local Plan ref - AD8/H,"This is a sustainably located brownfield site within the settlement boundary, which would deliver an estimated 8 dwellings and enhance a prominent gateway site into the village.",,01/11/2017,01/12/2023,2434.367702,314.3144528
3,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/001,,"Victoria Street, Bingley","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410885.8559999997,438866.7167000007,410975.49999999965,438943.0350000007,27700",OSGB36,410932.1938,438907.1778,0.39,not owned by a public authority,,pending decision,22/00306/MAF pending for 45 unit apartment block,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=419826&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=268699&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=240558&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=420340&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=425878&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257624&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=340486&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=358785&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=406155&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=424668&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=269044&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=395944&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=415566&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=660973&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=222807&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=268381&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=268398&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=273670&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=275812&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=323103&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=362379&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=304503&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=413935&activeTab=summary,,45,,,,45,45,,Site was rejected from emerging Local Plan as considered not to be available- new information from landowner,"Site of former magistrates court. Was  removed from register as site considered not available, but has now been re added",,01/12/2018,01/11/2022,3238.045153,326.4971862
4,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/038,,"Marley Court, Crossflatts","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409833.9249999998,441101.14279999956,409964.52609999984,441165.09699999954,27700",OSGB36,409903.4335,441135.6994,0.3,not owned by a public authority,yes,permissioned,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=405975&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=425283&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=254095&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=387389&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=423832&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=360527&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=443371&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=328191&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=381198&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=364407&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=376535&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=351419&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=422048&activeTab=summary,,19,Detailed permission for 19- 20/00723/maf,,,0,0,,Site identified in emerging Local Plan ref - BI6/H,,02/12/2020,01/11/2017,01/11/2022,3024.452688,289.1624522
5,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/040,,"Whitley Street, Bingley","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410892.9900000002,439269.75,410990.70000000024,439347.92,27700",OSGB36,410946.161,439303.2433,0.5,unknown ownership,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=265236&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=304812&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=319121&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=229308&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=378399&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=291058&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=344295&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=368475&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=371642&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=226947&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=320686&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=239585&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=345400&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=362076&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=233465&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=252090&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=305437&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=339331&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=228269&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=371979&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=377154&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=428630&activeTab=summary,,30,,,,30,30,,Site identified in emerging Local Plan ref - BI7/H,Buildings which are only partly used for business. Development opportunity fro residential use in upper floors,,01/12/2020,01/11/2022,4772.927162,400.2371754
6,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/066,,"Aire Valley House, Crossflatts","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409707.63379999995,440625.8431000002,409941.8426,440854.54640000017,27700",OSGB36,409811.6872,440732.731,0.26,not owned by a public authority,yes,permissioned,other,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=255918&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=261959&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=269822&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=319416&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=321965&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=262849&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=337952&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=352653&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=394157&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=428275&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=255015&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=255958&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=256132&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257703&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=261799&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=267256&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=270108&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=301283&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=430511&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257156&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=275172&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=300700&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=309013&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=427435&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=255924&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257059&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=262297&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=270263&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=309313&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=323840&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=376926&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=250583&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=275760&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=309312&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=319311&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=343523&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=241223&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=244206&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=256165&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257691&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257785&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=328262&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=357571&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=424644&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=226338&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=257947&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=261825&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=263350&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=315967&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=324390&activeTab=summary,,139,Buildings in use for offices but with prior notification approval for change of use to apartments,,,0,0,,,Application pending for additional 28 in roofspace,,01/12/2021,01/11/2022,25204.91911,207.7923938
7,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/001,,"Fulton Street/Tetley Street/ Sunbridge Road, City Centre","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415951.5409000004,433006.68730000034,416005.9997000004,433130.4000000003,27700",OSGB36,415980.9295,433071.0607,0.5,not owned by a public authority,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=237350&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=247781&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=238766&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=256909&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=358433&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=360967&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=410008&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=425193&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=254181&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=348726&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=564983&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=314503&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=317776&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=387399&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=258090&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=297033&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=314338&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=234520&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=254179&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=284707&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=424702&activeTab=summary,,100,,,,100,100,,Site identified in emerging Local Plan ref - CC1/H. The site has developer interest and could be developed for a higher number than suggested by the Local Plan,Cleared site suitable for residential development,,01/11/2017,01/12/2023,4970.781253,213.2989307
8,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/003,,"Hamm Strasse/ Grammar School Street, City Centre","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416116.5937999999,433524.35050000064,416213.56249999994,433638.81230000063,27700",OSGB36,416161.887,433573.9383,0.51,unknown ownership,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=264140&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=313985&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=358940&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=382070&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=390238&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=238042&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=244654&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=267826&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=279069&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=300687&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=313984&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=316180&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=339355&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=345670&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=363957&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=395279&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=418828&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=280098&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=295549&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=297861&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=316179&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=375391&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=377405&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=241612&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=274746&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=292768&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=295006&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=356956&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=363114&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=374986&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=220253&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=288622&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=292769&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=297865&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=300133&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=343106&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=366252&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=414501&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=333558&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=507707&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=268175&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=282247&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=289379&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=293972&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=300132&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=300688&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=306104&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=370315&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=394810&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=637367&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=224027&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=274439&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=286011&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=294214&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=296167&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=302929&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=328548&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=373288&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=380615&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=391186&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=402658&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=432685&activeTab=summary,,166,,,,166,166,,Permission for 166 bed apartment block expired April 2021. No further applications,"The site was considered a planning commitment in the emerging Local Plan and remains a suitable site for residential use, although it is in current use for car parking",,01/11/2017,01/12/2023,5116.879979,403.7207628
9,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/007,,"Beehive Mills, Thornton Road, City Centre","http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415613.3499999996,433012.69999999925,415751.3499999996,433124.4859999993,27700",OSGB36,415677.9796,433069.2576,0.76,mixed ownership,,not permissioned,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=264026&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=268806&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=342062&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=370117&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=370690&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=431740&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=291037&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=306250&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=352883&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=369126&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=432938&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=228474&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=235164&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=240016&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=244833&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=320750&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=643387&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=233383&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=368782&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=397796&activeTab=summary,,200,,,,200,200,,Site identified in emerging Local Plan ref - CC2/H,Cleared site with expired permission. Had recent interest for other use but remains available,,01/11/2017,01/12/2023,7639.832416,391.5664825
